Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year
Opel,Astra,2006,Universal,368000.0,1300.0,Diesel,Manual,3650.0,16,23000.0
BMW,3 Series,2006,Sedan,180000.0,300.0,Petrol,Automatic,6000.0,16,11250.0
Skoda,Fabia,2011,Universal,160000.0,1200.0,Diesel,Manual,4999.0,11,14545.454545454546
Mercedes,E Class,2016,Sedan,161024.0,2200.0,Diesel,Automatic,26950.0,6,26837.333333333332
Honda,Civic,2006,Hatchback,195000.0,1400.0,Petrol,Manual,5400.0,16,12187.5
Ford,Fusion,2015,Sedan,124000.0,2000.0,Plug-in Hybrid,Automatic,11499.0,7,17714.285714285714
Ford,Fusion,2003,Hatchback,330000.0,1400.0,Diesel,Automatic,4100.0,19,17368.42105263158
Dacia,Logan,2005,Sedan,21548.0,1400.0,Metan/Propan,Manual,2200.0,17,1267.5294117647059
Volkswagen,Golf,2004,Hatchback,200000.0,1399.0,Petrol,Manual,4200.0,18,11111.111111111111
Mercedes,GLK Class,2014,Crossover,131000.0,2200.0,Diesel,Automatic,19900.0,8,16375.0
Toyota,Rare,1998,Sedan,268000.0,1800.0,Petrol,Manual,2650.0,24,11166.666666666666
Honda,CR-V,2014,Crossover,128200.0,2200.0,Diesel,Automatic,17999.0,8,16025.0
Volvo,XC90,2006,SUV,162000.0,2900.0,Metan/Propan,Automatic,8490.0,16,10125.0
Volkswagen,Touran,2012,Minivan,211856.0,200.0,Diesel,Automatic,6000.0,10,21185.6
Volkswagen,Polo,1998,Hatchback,98000.0,1000.0,Petrol,Manual,900.0,24,4083.3333333333335
Toyota,Camry,2015,Sedan,73179.0,2500.0,Petrol,Automatic,14000.0,7,10454.142857142857
Audi,A4,2012,Sedan,88000.0,3000.0,Petrol,Automatic,14800.0,10,8800.0
Hyundai,ix35,2014,Crossover,150300.0,2000.0,Petrol,Automatic,13200.0,8,18787.5
Mercedes,E Class,1996,Sedan,460000.0,2200.0,Diesel,Manual,1300.0,26,17692.30769230769
Renault,Kadjar,2015,Crossover,139000.0,1461.0,Diesel,Automatic,12800.0,7,19857.14285714286
Opel,Astra,2006,Hatchback,360000.0,1300.0,Diesel,Manual,2999.0,16,22500.0
Volkswagen,Transporter,2010,Minivan,203000.0,2000.0,Diesel,Manual,8250.0,12,16916.666666666668
Honda,Accord,1996,Sedan,325000.0,1997.0,Petrol,Manual,2200.0,26,12500.0
Skoda,Superb,2014,Sedan,202300.0,1598.0,Diesel,Automatic,13199.0,8,25287.5
Lexus,GS Series,2005,Sedan,230000.0,4300.0,Petrol,Automatic,10000.0,17,13529.411764705883
Renault,Megane,2012,Universal,162200.0,1461.0,Diesel,Manual,5899.0,10,16220.0
Skoda,Octavia,2018,Universal,146600.0,1600.0,Diesel,Automatic,12700.0,4,36650.0
Opel,Astra,2010,Hatchback,97000.0,1598.0,Petrol,Automatic,7700.0,12,8083.333333333333
Toyota,Auris,2014,Universal,191000.0,1800.0,Metan/Propan,Automatic,9700.0,8,23875.0
Toyota,Camry,2018,Sedan,60000.0,2500.0,Metan/Propan,Automatic,20000.0,4,15000.0
Renault,Grand Scenic,2013,Universal,190000.0,1500.0,Diesel,Manual,8500.0,9,21111.11111111111
Renault,Kadjar,2015,SUV,184000.0,1500.0,Diesel,Automatic,10999.0,7,26285.714285714286
Volvo,XC90,2006,SUV,294000.0,2400.0,Diesel,Automatic,8500.0,16,18375.0
Volkswagen,Golf,2010,Hatchback,164000.0,1400.0,Petrol,Automatic,7650.0,12,13666.666666666666
Lexus,CT Series,2011,Hatchback,122841.0,1800.0,Hybrid,Automatic,11600.0,11,11167.363636363636
Mazda,Rare,2008,Hatchback,172000.0,1399.0,Diesel,Manual,4999.0,14,12285.714285714286
BMW,X5,2017,Crossover,100000.0,2000.0,Hybrid,Automatic,37000.0,5,20000.0
Skoda,Octavia,2009,Universal,235000.0,1400.0,Petrol,Automatic,6200.0,13,18076.923076923078
Fiat,Rare,2012,Combi,256000.0,1300.0,Diesel,Manual,4490.0,10,25600.0
Audi,A8,2004,Sedan,314000.0,3000.0,Diesel,Automatic,5650.0,18,17444.444444444445
Mercedes,B Class,2014,Microvan,194000.0,1991.0,Metan/Propan,Automatic,10000.0,8,24250.0
Dacia,Duster,2012,Crossover,67000.0,1500.0,Diesel,Manual,7200.0,10,6700.0
Mercedes,E Class,2002,Sedan,11111.0,3200.0,Diesel,Automatic,5200.0,20,555.55
Skoda,Superb,2016,Sedan,180000.0,2000.0,Diesel,Automatic,17450.0,6,30000.0
Renault,Grand Scenic,2017,Minivan,135000.0,1462.0,Diesel,Automatic,15850.0,5,27000.0
Mini,Rare,2015,Hatchback,84000.0,1600.0,Petrol,Automatic,10900.0,7,12000.0
Toyota,Avensis Verso,2002,Minivan,280000.0,2000.0,Diesel,Manual,3150.0,20,14000.0
Land Rover,Freelander,2001,SUV,230000.0,1900.0,Metan/Propan,Manual,3500.0,21,10952.380952380952
Opel,Astra,2011,Universal,200123.0,2000.0,Diesel,Manual,8200.0,11,18193.0
Volkswagen,Polo,2000,Hatchback,264000.0,1400.0,Petrol,Manual,2500.0,22,12000.0
Audi,A6,2018,Universal,101000.0,2000.0,Diesel,Automatic,26000.0,4,25250.0
Vaz,Altele,2008,Universal,92424.0,1600.0,Metan/Propan,Manual,3399.0,14,6601.714285714285
Mercedes,Rare,2007,SUV,230000.0,2999.0,Diesel,Automatic,19500.0,15,15333.333333333334
Hyundai,Rare,2013,Hatchback,122000.0,1385.0,Petrol,Manual,4800.0,9,13555.555555555555
Skoda,Octavia,2007,Hatchback,335165.0,1986.0,Diesel,Automatic,6750.0,15,22344.333333333332
Renault,Grand Scenic,2017,Minivan,175000.0,1462.0,Diesel,Automatic,16000.0,5,35000.0
Mercedes,Vito,2010,Minivan,220000.0,2200.0,Diesel,Manual,7500.0,12,18333.333333333332
Audi,A6,2009,Universal,148000.0,2995.0,Petrol,Automatic,13000.0,13,11384.615384615385
Dacia,Logan,2011,Sedan,230000.0,1200.0,Metan/Propan,Manual,2800.0,11,20909.090909090908
Toyota,Urban Cruiser,2011,Sedan,192000.0,1400.0,Diesel,Manual,6800.0,11,17454.545454545456
Volkswagen,Rare,2005,Sedan,257000.0,3000.0,Diesel,Automatic,9000.0,17,15117.64705882353
Toyota,Rare,2007,Hatchback,72000.0,1000.0,Petrol,Automatic,4400.0,15,4800.0
Renault,Scenic,2012,Microvan,240000.0,1500.0,Diesel,Manual,6800.0,10,24000.0
Toyota,Land Cruiser Prado,2006,SUV,205000.0,2700.0,Metan/Propan,Automatic,14800.0,16,12812.5
Skoda,Superb,2017,Sedan,176000.0,2000.0,Diesel,Automatic,19450.0,5,35200.0
Opel,Corsa,2006,Hatchback,164274.0,1300.0,Diesel,Manual,2999.0,16,10267.125
Volkswagen,Tiguan,2008,SUV,179000.0,1400.0,Petrol,Manual,7200.0,14,12785.714285714286
Skoda,Fabia,2002,Hatchback,230000.0,1400.0,Petrol,Manual,950.0,20,11500.0
BMW,7 Series,2016,Sedan,125000.0,2993.0,Diesel,Automatic,52500.0,6,20833.333333333332
Rover,Rare,2001,Sedan,278000.0,2000.0,Diesel,Manual,2650.0,21,13238.095238095239
Fiat,Rare,2004,Universal,200000.0,1600.0,Metan/Propan,Manual,3000.0,18,11111.111111111111
Dacia,Duster,2011,Crossover,202176.0,1500.0,Diesel,Manual,6900.0,11,18379.636363636364
Skoda,Superb,2009,Sedan,265000.0,1800.0,Petrol,Manual,5950.0,13,20384.615384615383
Volkswagen,Passat,2011,Universal,244000.0,1600.0,Diesel,Manual,9600.0,11,22181.81818181818
Skoda,Rapid,2016,Sedan,188000.0,1422.0,Diesel,Manual,7750.0,6,31333.333333333332
Nissan,Qashqai+2,2011,Microvan,207000.0,1500.0,Diesel,Manual,7800.0,11,18818.18181818182
Ford,Fusion,2018,Sedan,33339.0,2000.0,Plug-in Hybrid,Automatic,20800.0,4,8334.75
Ford,Focus,2017,Universal,160000.0,1500.0,Diesel,Manual,7200.0,5,32000.0
Mercedes,E Class,2008,Sedan,230000.0,1800.0,Metan/Propan,Automatic,7700.0,14,16428.571428571428
Mercedes,E Class,2000,Sedan,303000.0,2000.0,Metan/Propan,Automatic,3800.0,22,13772.727272727272
Dacia,Sandero,2012,Hatchback,111896.0,1200.0,Petrol,Manual,3499.0,10,11189.6
Toyota,Prius,2012,Universal,165000.0,1800.0,Hybrid,Automatic,9200.0,10,16500.0
Toyota,Auris,2015,Universal,169265.0,1800.0,Hybrid,Automatic,12650.0,7,24180.714285714286
Hyundai,Getz,2007,Hatchback,172316.0,1400.0,Petrol,Manual,2800.0,15,11487.733333333334
Volvo,Rare,2016,Hatchback,184500.0,1500.0,Petrol,Automatic,15499.0,6,30750.0
Mercedes,M Class,2013,Crossover,122000.0,3500.0,Diesel,Automatic,34000.0,9,13555.555555555555
Mercedes,C Class,2017,Sedan,127000.0,2000.0,Petrol,Automatic,21990.0,5,25400.0
BMW,3 Series,2007,Sedan,193000.0,1988.0,Petrol,Automatic,7600.0,15,12866.666666666666
Audi,A4,1996,Sedan,256000.0,1800.0,Petrol,Manual,2300.0,26,9846.153846153846
Volvo,Rare,2013,Universal,162000.0,2400.0,Plug-in Hybrid,Automatic,15000.0,9,18000.0
Volkswagen,Golf,2019,Hatchback,26000.0,1400.0,Petrol,Automatic,12990.0,3,8666.666666666666
Toyota,Avensis,2007,Combi,220000.0,1600.0,Petrol,Manual,6500.0,15,14666.666666666666
Hyundai,ix35,2012,SUV,199000.0,2000.0,Diesel,Manual,11800.0,10,19900.0
Skoda,Octavia,2014,Sedan,216000.0,1600.0,Diesel,Automatic,10700.0,8,27000.0
Volkswagen,Jetta,2013,Sedan,188000.0,1400.0,Hybrid,Automatic,8800.0,9,20888.88888888889
Skoda,Fabia,2012,Universal,212700.0,1200.0,Diesel,Manual,5450.0,10,21270.0
Opel,Astra,2005,Universal,270000.0,1800.0,Petrol,Manual,3500.0,17,15882.35294117647
Volkswagen,Passat CC,2013,Sedan,60000.0,2000.0,Petrol,Automatic,12700.0,9,6666.666666666667
Lexus,RX Series,2005,SUV,178000.0,2989.0,Metan/Propan,Automatic,9800.0,17,10470.588235294117
Chevrolet,Rare,2011,Crossover,90000.0,2200.0,Diesel,Automatic,13300.0,11,8181.818181818182
Toyota,Avensis,2014,Sedan,143000.0,2000.0,Diesel,Manual,11700.0,8,17875.0
Mercedes,Rare,2017,SUV,47000.0,3000.0,Petrol,Automatic,54000.0,5,9400.0
Mercedes,E Class,2008,Sedan,230000.0,1800.0,Metan/Propan,Automatic,7800.0,14,16428.571428571428
Rare,Rare,2007,Sedan,194777.0,2000.0,Petrol,Automatic,5000.0,15,12985.133333333333
Skoda,Octavia,2008,Universal,200000.0,1900.0,Diesel,Manual,5000.0,14,14285.714285714286
Toyota,Rare,2016,Hatchback,144000.0,1800.0,Hybrid,Automatic,12300.0,6,24000.0
Volvo,Altele,1995,Hatchback,5000.0,2400.0,Diesel,Manual,1700.0,27,185.1851851851852
Mercedes,E Class,2002,Sedan,256000.0,2700.0,Diesel,Automatic,5500.0,20,12800.0
BMW,X5,2005,SUV,193000.0,3000.0,Diesel,Automatic,11850.0,17,11352.941176470587
Opel,Astra,2006,Hatchback,250000.0,1300.0,Diesel,Manual,4500.0,16,15625.0
Volkswagen,Jetta,2015,Sedan,173000.0,1400.0,Petrol,Automatic,8600.0,7,24714.285714285714
BMW,X5,2015,SUV,185000.0,2999.0,Diesel,Automatic,34000.0,7,26428.571428571428
Toyota,Land Cruiser Prado,2006,SUV,220000.0,2700.0,Metan/Propan,Automatic,13500.0,16,13750.0
Nissan,Micra,2018,Hatchback,95000.0,900.0,Petrol,Manual,10500.0,4,23750.0
Hyundai,Santa FE,2011,Crossover,169000.0,2200.0,Diesel,Automatic,13990.0,11,15363.636363636364
BMW,5 Series,2012,Sedan,200000.0,2000.0,Petrol,Automatic,11500.0,10,20000.0
KIA,Optima,2014,Sedan,60000.0,2000.0,Metan/Propan,Automatic,9900.0,8,7500.0
Volkswagen,Caddy,2009,Minivan,276555.0,1595.0,Petrol,Manual,9500.0,13,21273.46153846154
Opel,Astra,2005,Universal,227000.0,1600.0,Metan/Propan,Manual,4650.0,17,13352.941176470587
Mitsubishi,Rare,2003,Crossover,230000.0,1800.0,Metan/Propan,Automatic,4900.0,19,12105.263157894737
KIA,Rare,2010,Universal,150000.0,1400.0,Petrol,Manual,6000.0,12,12500.0
Renault,Grand Scenic,2004,Universal,139000.0,1500.0,Diesel,Manual,3700.0,18,7722.222222222223
Mercedes,C Class,2012,Sedan,206000.0,2200.0,Diesel,Manual,14399.0,10,20600.0
Mercedes,M Class,2013,SUV,77000.0,2500.0,Diesel,Automatic,27900.0,9,8555.555555555555
Renault,Megane,2014,Universal,139200.0,1490.0,Diesel,Automatic,7200.0,8,17400.0
Mercedes,Rare,2017,Sedan,40000.0,2000.0,Petrol,Automatic,16999.0,5,8000.0
Nissan,Qashqai,2016,Crossover,185000.0,1500.0,Diesel,Manual,13000.0,6,30833.333333333332
Volkswagen,Golf,2015,Hatchback,157000.0,1400.0,Plug-in Hybrid,Automatic,13500.0,7,22428.571428571428
Audi,A4,2011,Universal,1234.0,2000.0,Petrol,Automatic,9500.0,11,112.18181818181819
Renault,Rare,2013,SUV,145000.0,1200.0,Petrol,Automatic,8800.0,9,16111.111111111111
Toyota,Auris,2013,Universal,177800.0,1400.0,Diesel,Manual,8500.0,9,19755.555555555555
Peugeot,Rare,2006,Minivan,247000.0,2200.0,Diesel,Manual,2200.0,16,15437.5
BMW,7 Series,2013,Sedan,165000.0,3000.0,Diesel,Automatic,26800.0,9,18333.333333333332
Mitsubishi,Rare,2004,Roadster,300000.0,2500.0,Diesel,Manual,8000.0,18,16666.666666666668
Toyota,Rare,2017,Sedan,95000.0,1800.0,Plug-in Hybrid,Automatic,17999.0,5,19000.0
Subaru,Rare,2000,Sedan,222530.0,1600.0,Petrol,Manual,3800.0,22,10115.0
Volkswagen,Passat,2005,Sedan,270000.0,2000.0,Petrol,Manual,5700.0,17,15882.35294117647
Ford,Focus,2012,Universal,167000.0,1000.0,Petrol,Manual,4999.0,10,16700.0
Mercedes,C Class,1995,Sedan,345000.0,1800.0,Metan/Propan,Automatic,2200.0,27,12777.777777777777
Volkswagen,Polo,2014,Hatchback,212600.0,1400.0,Diesel,Manual,6850.0,8,26575.0
Nissan,Qashqai,2013,Crossover,140000.0,1500.0,Diesel,Manual,8500.0,9,15555.555555555555
Opel,Insignia,2015,Hatchback,220000.0,2000.0,Petrol,Automatic,9990.0,7,31428.571428571428
Mercedes,Vito,2012,Microvan,237000.0,2200.0,Diesel,Manual,10490.0,10,23700.0
Renault,Clio,2016,Universal,153000.0,1500.0,Diesel,Automatic,9200.0,6,25500.0
Mini,Rare,2004,Coupe,320000.0,1400.0,Diesel,Manual,3800.0,18,17777.777777777777
Opel,Combo,2012,Minivan,188000.0,2000.0,Diesel,Manual,4500.0,10,18800.0
Dacia,Sandero,2015,Hatchback,215000.0,1500.0,Diesel,Manual,4850.0,7,30714.285714285714
Ford,Rare,2006,Minivan,218400.0,2000.0,Diesel,Manual,7000.0,16,13650.0
Renault,Megane,2005,Universal,256983.0,1500.0,Diesel,Manual,3150.0,17,15116.64705882353
Volkswagen,Rare,2011,SUV,213548.0,2000.0,Diesel,Manual,17250.0,11,19413.454545454544
Hyundai,Tucson,2017,SUV,130212.0,2000.0,Diesel,Automatic,17499.0,5,26042.4
Dacia,Duster,2014,Crossover,148000.0,1500.0,Diesel,Manual,7900.0,8,18500.0
Dacia,Rare,2013,Minivan,180000.0,1500.0,Diesel,Manual,3000.0,9,20000.0
BMW,X5,2014,Crossover,107000.0,2998.0,Diesel,Automatic,37900.0,8,13375.0
Suzuki,Rare,2017,Crossover,30100.0,1400.0,Petrol,Automatic,15500.0,5,6020.0
Lexus,CT Series,2012,Hatchback,230000.0,1800.0,Petrol,Automatic,10299.0,10,23000.0
Ford,Rare,2001,Minivan,280000.0,1900.0,Diesel,Manual,1900.0,21,13333.333333333334
Mitsubishi,Rare,2007,Universal,229000.0,2400.0,Metan/Propan,Manual,5600.0,15,15266.666666666666
Volkswagen,Polo,2010,Hatchback,74000.0,1400.0,Petrol,Automatic,6500.0,12,6166.666666666667
Skoda,Fabia,2007,Universal,170000.0,1200.0,Petrol,Manual,3450.0,15,11333.333333333334
Audi,80,1994,Sedan,266000.0,2000.0,Petrol,Manual,1700.0,28,9500.0
Volkswagen,Passat,2016,Sedan,1360.0,1800.0,Petrol,Automatic,11000.0,6,226.66666666666666
Volkswagen,Golf,2019,Hatchback,4000.0,1399.0,Petrol,Automatic,15000.0,3,1333.3333333333333
Volkswagen,Touran,2005,Microvan,400000.0,1900.0,Diesel,Manual,4500.0,17,23529.41176470588
BMW,5 Series,2018,Sedan,28942.0,2000.0,Petrol,Automatic,27999.0,4,7235.5
BMW,X5,2016,Crossover,162000.0,2000.0,Plug-in Hybrid,Automatic,29999.0,6,27000.0
Ford,Rare,2015,Pickup,112000.0,4950.0,Petrol,Automatic,24500.0,7,16000.0
Mercedes,GLC,2016,SUV,95000.0,1991.0,Petrol,Automatic,37000.0,6,15833.333333333334
Volkswagen,Golf,2005,Universal,278000.0,1400.0,Petrol,Manual,2850.0,17,16352.941176470587
BMW,3 Series,1994,Sedan,550000.0,1800.0,Petrol,Manual,3000.0,28,19642.85714285714
Dacia,Sandero,2010,Universal,173000.0,1200.0,Petrol,Manual,3200.0,12,14416.666666666666
Volkswagen,Transporter,2002,Minivan,270000.0,2500.0,Diesel,Manual,3990.0,20,13500.0
Toyota,Auris,2010,Hatchback,190000.0,1800.0,Hybrid,Automatic,8500.0,12,15833.333333333334
Volkswagen,Tiguan,2019,Sedan,33000.0,2000.0,Petrol,Automatic,18900.0,3,11000.0
Rare,Rare,2015,Sedan,88000.0,2000.0,Petrol,Automatic,16950.0,7,12571.42857142857
Peugeot,Rare,2013,Minivan,174600.0,1400.0,Petrol,Manual,5650.0,9,19400.0
KIA,Rare,2008,Hatchback,130000.0,1200.0,Petrol,Automatic,4700.0,14,9285.714285714286
Volkswagen,Polo,1996,Sedan,250000.0,1400.0,Petrol,Manual,1299.0,26,9615.384615384615
Renault,Laguna,2008,Hatchback,180000.0,1500.0,Diesel,Manual,4900.0,14,12857.142857142857
Dacia,Logan Mcv,2009,Microvan,264714.0,1400.0,Metan/Propan,Manual,3700.0,13,20362.615384615383
Ford,Fusion,2015,Sedan,125000.0,2000.0,Petrol,Automatic,12499.0,7,17857.14285714286
Skoda,Rapid,2015,Sedan,196231.0,1400.0,Diesel,Manual,7650.0,7,28033.0
Volkswagen,Golf,1995,Hatchback,11111.0,1600.0,Petrol,Manual,800.0,27,411.51851851851853
Dacia,Logan,2005,Sedan,125488.0,1400.0,Metan/Propan,Manual,2200.0,17,7381.64705882353
Skoda,Superb,2018,Sedan,72000.0,2000.0,Petrol,Automatic,26500.0,4,18000.0
Renault,Megane,2011,Universal,242337.0,1500.0,Diesel,Manual,5650.0,11,22030.636363636364
Rover,Rare,2002,Sedan,296852.0,1600.0,Metan/Propan,Manual,2500.0,20,14842.6
Opel,Insignia,2015,Sedan,76500.0,1600.0,Petrol,Automatic,12999.0,7,10928.57142857143
Toyota,Corolla Verso,2007,Minivan,169000.0,2200.0,Diesel,Manual,4300.0,15,11266.666666666666
Mitsubishi,Outlander,2018,Crossover,111500.0,2000.0,Plug-in Hybrid,Automatic,19900.0,4,27875.0
Skoda,Octavia,2005,Universal,180000.0,2000.0,Petrol,Manual,5300.0,17,10588.235294117647
Volvo,S60,2010,Sedan,178000.0,1999.0,Petrol,Automatic,9490.0,12,14833.333333333334
Renault,Grand Scenic,2016,Minivan,170000.0,1500.0,Diesel,Automatic,10500.0,6,28333.333333333332
Mercedes,A Class,2001,Hatchback,287141.0,1400.0,Petrol,Manual,2099.0,21,13673.380952380952
Nissan,Rare,1987,Universal,256987.0,1700.0,Diesel,Manual,650.0,35,7342.4857142857145
Mercedes,GLK Class,2013,Crossover,182000.0,2200.0,Diesel,Automatic,16999.0,9,20222.222222222223
Lexus,CT Series,2011,Hatchback,167000.0,1800.0,Hybrid,Automatic,10250.0,11,15181.818181818182
Opel,Astra,2015,Universal,162000.0,1400.0,Petrol,Manual,7200.0,7,23142.85714285714
Mercedes,E Class,2002,Sedan,257000.0,2200.0,Diesel,Automatic,4700.0,20,12850.0
Renault,Megane,2016,Universal,83872.0,1500.0,Diesel,Automatic,7950.0,6,13978.666666666666
Volkswagen,Caddy,2011,Minivan,181000.0,1600.0,Diesel,Manual,10800.0,11,16454.545454545456
Porsche,Cayenne,2005,SUV,260000.0,4500.0,Petrol,Automatic,7600.0,17,15294.117647058823
BMW,5 Series,2011,Sedan,210710.0,200.0,Diesel,Automatic,16450.0,11,19155.454545454544
Mercedes,A Class,2010,Hatchback,178000.0,1500.0,Petrol,Manual,5400.0,12,14833.333333333334
Peugeot,Rare,2006,Sedan,111111.0,2000.0,Petrol,Manual,3100.0,16,6944.4375
Ford,Focus,2016,Universal,190000.0,1500.0,Diesel,Manual,7500.0,6,31666.666666666668
Volvo,S60,2011,Sedan,182431.0,1596.0,Petrol,Automatic,10500.0,11,16584.636363636364
Mercedes,C Class,2009,Sedan,160000.0,1600.0,Metan/Propan,Automatic,7900.0,13,12307.692307692309
Lexus,Es Series,2012,Sedan,79118.0,2400.0,Hybrid,Automatic,16100.0,10,7911.8
Audi,A5,2010,Coupe,178545.0,2000.0,Petrol,Manual,9799.0,12,14878.75
BMW,3 Series,2018,Sedan,45000.0,2000.0,Plug-in Hybrid,Automatic,19500.0,4,11250.0
Renault,Kadjar,2016,Crossover,136000.0,1500.0,Diesel,Automatic,12500.0,6,22666.666666666668
Skoda,Superb,2015,Universal,195000.0,2000.0,Diesel,Automatic,15300.0,7,27857.14285714286
Skoda,Superb,2014,Sedan,181000.0,2000.0,Diesel,Automatic,14800.0,8,22625.0
Toyota,Avensis,2013,Sedan,72000.0,1987.0,Petrol,Automatic,14000.0,9,8000.0
Mercedes,Vito,2008,Microvan,266000.0,2200.0,Diesel,Manual,8490.0,14,19000.0
Chevrolet,Rare,2005,Hatchback,224000.0,1600.0,Petrol,Manual,2550.0,17,13176.470588235294
Volkswagen,Rare,2001,Sedan,290000.0,1600.0,Petrol,Manual,2990.0,21,13809.52380952381
Honda,CR-V,2014,Crossover,169200.0,2200.0,Diesel,Manual,17250.0,8,21150.0
Hyundai,Santa FE,2006,Crossover,278000.0,2200.0,Diesel,Manual,7850.0,16,17375.0
Skoda,Fabia,2011,Universal,162000.0,1200.0,Diesel,Manual,4950.0,11,14727.272727272728
Honda,Civic,2008,Sedan,170000.0,1330.0,Hybrid,Automatic,5750.0,14,12142.857142857143
Mercedes,A Class,2000,Hatchback,230000.0,1600.0,Petrol,Automatic,2199.0,22,10454.545454545454
BMW,3 Series,2006,Sedan,210000.0,3000.0,Diesel,Manual,2500.0,16,13125.0
Opel,Astra,2012,Universal,189000.0,1300.0,Diesel,Manual,6000.0,10,18900.0
Toyota,Auris,2015,Universal,104000.0,1800.0,Hybrid,Automatic,10000.0,7,14857.142857142857
Toyota,Prius,2008,Hatchback,259000.0,1500.0,Hybrid,Automatic,6000.0,14,18500.0
Mazda,626,2001,Hatchback,270000.0,1800.0,Petrol,Manual,2700.0,21,12857.142857142857
Skoda,Rapid,2017,Universal,92500.0,1400.0,Diesel,Manual,7700.0,5,18500.0
Opel,Zafira,2006,Minivan,186713.0,1800.0,Petrol,Manual,5200.0,16,11669.5625
Opel,Zafira,2006,Minivan,60000.0,1800.0,Metan/Propan,Automatic,4900.0,16,3750.0
BMW,3 Series,2008,Sedan,212000.0,2000.0,Petrol,Manual,6690.0,14,15142.857142857143
Hyundai,Getz,2007,Hatchback,175000.0,1500.0,Diesel,Manual,3900.0,15,11666.666666666666
Skoda,Superb,2015,Sedan,196000.0,2000.0,Diesel,Automatic,15690.0,7,28000.0
Dacia,Lodgy,2012,Universal,179000.0,1500.0,Diesel,Manual,6900.0,10,17900.0
Volkswagen,Passat,2012,Sedan,183000.0,1400.0,Metan/Propan,Automatic,10200.0,10,18300.0
BMW,5 Series,2006,Sedan,243000.0,2500.0,Petrol,Automatic,7990.0,16,15187.5
Renault,Grand Scenic,2015,Universal,162000.0,1500.0,Diesel,Automatic,8790.0,7,23142.85714285714
Skoda,Octavia,2016,Hatchback,200000.0,1400.0,Petrol,Manual,9000.0,6,33333.333333333336
Porsche,Cayenne,2016,SUV,155000.0,3000.0,Plug-in Hybrid,Automatic,48000.0,6,25833.333333333332
Chevrolet,Aveo,2011,Universal,72000.0,1400.0,Petrol,Manual,5500.0,11,6545.454545454545
Renault,Rare,2002,Sedan,270000.0,1400.0,Metan/Propan,Manual,2450.0,20,13500.0
Volkswagen,Caddy,2012,Minivan,250000.0,1600.0,Diesel,Manual,7000.0,10,25000.0
Toyota,Avensis,2008,Sedan,178000.0,2000.0,Petrol,Manual,7190.0,14,12714.285714285714
Opel,Astra,2017,Universal,97000.0,1600.0,Diesel,Manual,10990.0,5,19400.0
Nissan,Qashqai,2016,Crossover,199000.0,1500.0,Diesel,Manual,14400.0,6,33166.666666666664
Honda,Civic,2011,Sedan,188000.0,1300.0,Hybrid,Automatic,6700.0,11,17090.909090909092
Audi,A4,2010,Sedan,158000.0,2000.0,Petrol,Automatic,9990.0,12,13166.666666666666
Volkswagen,Passat,2009,Universal,283000.0,1400.0,Metan/Propan,Manual,5990.0,13,21769.23076923077
Citroen,Rare,2014,Hatchback,161000.0,2000.0,Hybrid,Automatic,11700.0,8,20125.0
Volkswagen,Tiguan,2009,Crossover,112000.0,2000.0,Petrol,Automatic,8999.0,13,8615.384615384615
BMW,5 Series,2008,Sedan,191000.0,3000.0,Petrol,Automatic,8490.0,14,13642.857142857143
Nissan,Qashqai,2017,Crossover,133000.0,1500.0,Diesel,Manual,13500.0,5,26600.0
Seat,Rare,2004,Hatchback,197000.0,1900.0,Diesel,Manual,6800.0,18,10944.444444444445
Renault,Kadjar,2018,Crossover,178000.0,1500.0,Diesel,Automatic,14400.0,4,44500.0
Renault,Kadjar,2015,Crossover,172000.0,1500.0,Diesel,Automatic,12499.0,7,24571.428571428572
Skoda,Fabia,2011,Universal,181000.0,1200.0,Diesel,Manual,5490.0,11,16454.545454545456
Dacia,Logan,2016,Sedan,154000.0,1500.0,Diesel,Manual,5400.0,6,25666.666666666668
Opel,Astra,2005,Hatchback,224555.0,1400.0,Petrol,Manual,3499.0,17,13209.117647058823
Nissan,Qashqai,2015,Crossover,143000.0,1500.0,Diesel,Manual,13300.0,7,20428.571428571428
Mercedes,E Class,2004,Sedan,251995.0,2200.0,Diesel,Automatic,6999.0,18,13999.722222222223
BMW,X3,2006,Crossover,267000.0,2000.0,Diesel,Manual,7350.0,16,16687.5
Renault,Megane,2013,Universal,191000.0,1500.0,Diesel,Automatic,6500.0,9,21222.222222222223
Seat,Ibiza,2012,Universal,178000.0,1200.0,Diesel,Manual,5490.0,10,17800.0
Ford,Kuga,2018,Crossover,175000.0,1500.0,Diesel,Automatic,14900.0,4,43750.0
Opel,Astra,2006,Universal,208555.0,1900.0,Diesel,Manual,5099.0,16,13034.6875
Mercedes,E Class,2014,Sedan,176000.0,2200.0,Hybrid,Automatic,19800.0,8,22000.0
Volkswagen,Jetta,2013,Sedan,177000.0,1400.0,Hybrid,Automatic,9490.0,9,19666.666666666668
Vaz,Rare,2010,Hatchback,181000.0,1600.0,Petrol,Manual,1950.0,12,15083.333333333334
